原句,分词结果,去掉停用词结果,情感得分
去晚了没带3D眼镜，朦胧着看完两小时的，虽然剧情略有破绽，丝毫不影响它对我们心底温柔的触动。比起国外特效完美的科幻片，我们更偏向于这部逃离地球，有人说中国人没有信仰，其实中国人的信仰就是归根，回家。,去/晚/了/没带/3D/眼镜/，/朦胧/着/看/完/两/小时/的/，/虽然/剧情/略有/破绽/，/丝毫/不/影响/它/对/我们/心底/温柔/的/触动/。/比起/国外/特效/完美/的/科幻片/，/我们/更/偏向/于/这部/逃离/地球/，/有人/说/中国/人/没有/信仰/，/其实/中国/人/的/信仰/就是/归根/，/回家/。,晚/没带/3D/眼镜/朦胧/完/两/小时/剧情/略有/破绽/丝毫/影响/心底/温柔/触动/国外/特效/完美/科幻片/偏向/这部/逃离/地球/有人/说/中国/人/信仰/中国/人/信仰/归根/回家/,1.5611559906032
特别喜欢，刺激！,特别/喜欢/，/刺激/！,特别/喜欢/刺激/,2.8308511428729997
属实不错。值得观看！,属实/不错/。/值得/观看/！,属实/不错/值得/观看/,6.9167035123
中国科幻牛掰,中国/科幻/牛/掰,中国/科幻/牛/掰/,0.3781124821170001
总体来说适合年轻人一点，我爸妈其实没太看懂。画面、特效没的说，贼棒。对于剧情，个人有2点小疑惑。1，空间站的人工智能是否叛变，这是否算是对人工智能的思考。2，最后的部分是不是说人类还有可能面临其他这样的危险。作为中国科幻破冰之作，可以说是不错了，希望细节方面更好。,总体/来说/适合/年轻人/一点/，/我/爸妈/其实/没太看/懂/。/画面/、/特效/没/的/说/，/贼/棒/。/对于/剧情/，/个人/有/2/点/小/疑惑/。/1/，/空间站/的/人工智能/是否/叛变/，/这/是否/算是/对/人工智能/的/思考/。/2/，/最后/的/部分/是不是/说/人类/还有/可能/面临/其他/这样/的/危险/。/作为/中国/科幻/破冰/之作/，/可以/说/是/不错/了/，/希望/细节/方面/更好/。,总体/来说/适合/年轻人/一点/爸妈/没太看/懂/画面/特效/说/贼/棒/剧情/点/小/疑惑/空间站/人工智能/是否/叛变/是否/算是/人工智能/思考/最后/部分/是不是/说/人类/面临/危险/中国/科幻/破冰/之作/说/不错/希望/细节/方面/更好/,19.02878735535437
中国的科幻片   还蛮厉害蛮好看的  至少不是一个人拯救  而是团队意识,中国/的/科幻片/ / / /还/蛮/厉害/蛮/好看/的/ / /至少/不是/一个/人/拯救/ / /而是/团队/意识,中国/科幻片/ / / /厉害/好看/ / /至少/一个/人/拯救/ / /团队/意识/,1.0150477342752
还可以的说。反正全程看起来没有明显尬的地方。。,还/可以/的/说/。/反正/全程/看起来/没有/明显/尬/的/地方/。/。,说/反正/全程/明显/尬/地方/,-1.3257759002908
超出期待的第一部国产科幻片，很感人。,超出/期待/的/第一部/国产/科幻片/，/很/感人/。,超出/期待/第一部/国产/科幻片/感人/,1.870204008303
感觉强于好莱坞大片，构思新颖，不过台词太够干练,感觉/强于/好莱坞/大片/，/构思新颖/，/不过/台词/太够/干练,感觉/强于/好莱坞/大片/构思新颖/台词/太够/干练/,6.085962005781999
中国也有自己的科幻片了，打破美帝拯救世界的垄断,中国/也/有/自己/的/科幻片/了/，/打破/美帝/拯救/世界/的/垄断,中国/科幻片/打破/美帝/拯救/世界/垄断/,0.06426910235859995
很棒的科幻片，而且有中国电影的独特特色。看多了外国科幻片，这部影片让我眼前一亮。,很棒/的/科幻片/，/而且/有/中国/电影/的/独特/特色/。/看多/了/外国/科幻片/，/这部/影片/让/我/眼前一亮/。,很棒/科幻片/中国/电影/独特/特色/看多/外国/科幻片/这部/影片/眼前一亮/,8.783542022008
国产科幻片棒棒,国产/科幻片/棒棒,国产/科幻片/棒棒/,0.33265325334
中国电影的进步,中国/电影/的/进步,中国/电影/进步/,3.338508794277
原著看完看的，表示，非常赞，特效nice，电影叙事，节奏，代入感，都不错。,原著/看/完/看/的/，/表示/，/非常/赞/，/特效/nice/，/电影/叙事/，/节奏/，/代入/感/，/都/不错/。,原著/完/表示/赞/特效/nice/电影/叙事/节奏/代入/感/不错/,4.891251194597
还不错国产的特效越来越好,还/不错/国产/的/特效/越来越/好,不错/国产/特效/越来越/好/,4.07519172135
非常好看，中国科幻排出了好莱坞的水平,非常/好看/，/中国/科幻/排出/了/好莱坞/的/水平,好看/中国/科幻/排出/好莱坞/水平/,2.8814737099709995
太震撼！脑洞大开！这次换我们中国人拯救世界了！,太/震撼/！/脑洞/大开/！/这次/换/我们/中国/人/拯救/世界/了/！,太/震撼/脑洞/大开/这次/换/中国/人/拯救/世界/,2.50394668716415
超级烂片！特效看的人眼睛很不舒服?剧情有点想当然，俩孩子称呼长辈极端无礼，祸害青少年！,超级/烂片/！/特效/看/的/人/眼睛/很/不/舒服/?/剧情/有点/想当然/，/俩/孩子/称呼/长辈/极端/无礼/，/祸害/青少年/！,超级/烂片/特效/人/眼睛/舒服/剧情/有点/想当然/俩/孩子/称呼/长辈/无礼/祸害/青少年/,-3.4816404655179607
整体构思非常棒，但细节处理的不够成熟，有的地方很boring，毕竟科幻处女座，给予支持吧?,整体/构思/非常/棒/，/但/细节/处理/的/不够/成熟/，/有/的/地方/很/boring/，/毕竟/科幻/处女座/，/给予/支持/吧/?,整体/构思/棒/细节/处理/不够/成熟/地方/boring/科幻/处女座/给予/支持/,9.048220823327
流浪地球！期盼已久、果然没人我失望、真不敢相信这是我们中国自己的科幻！看完意犹未尽呀,流浪/地球/！/期盼/已/久/、/果然/没人/我/失望/、/真/不敢相信/这是/我们/中国/自己/的/科幻/！/看/完/意犹未尽/呀,流浪/地球/期盼/已/久/没人/失望/真/不敢相信/这是/中国/科幻/完/意犹未尽/,3.5891150481952003
可以。。。。,可以/。/。/。/。,,0
太爽了！地球是我们的最后家园,太爽了/！/地球/是/我们/的/最后/家园,太爽了/地球/最后/家园/,1.78191928624118
好看，还感人,好看/，/还/感人,好看/感人/,0.7326358507749999
拍出了好莱坞大片的感觉,拍出/了/好莱坞/大片/的/感觉,拍出/好莱坞/大片/感觉/,1.681519551294
很震撼，这部国内科幻片有超越好莱坞的趋势。,很/震撼/，/这部/国内/科幻片/有/超越/好莱坞/的/趋势/。,震撼/这部/国内/科幻片/超越/好莱坞/趋势/,5.402380078847
说真的，很好看。,说真的/，/很/好看/。,说真的/好看/,1.26216032158
春节档电影《流浪地球》特效很棒，演技零分。泪点大概2-3个，故事一点都不贯穿，煽情部分有点硬煽的感觉，作为中国第一部科幻片，特效还是很棒的，剧情欠缺，总体觉得不值得票价。一部能抗衡国外科幻的电影本身就很厉害，可是为什么要加那尬到想哭的不走心的偶像剧感情，难受到炸。除了特效可以给9分，其他真的0分。流浪地球把刘启、韩朵朵戏份删掉95%就是一部完美大片。,春节/档/电影/《/流浪/地球/》/特效/很棒/，/演技/零分/。/泪点/大概/2/-/3/个/，/故事/一点/都/不/贯穿/，/煽情/部分/有点/硬/煽/的/感觉/，/作为/中国/第一部/科幻片/，/特效/还是/很棒/的/，/剧情/欠缺/，/总体/觉得/不/值得/票价/。/一部/能/抗衡/国外/科幻/的/电影/本身/就/很/厉害/，/可是/为什么/要加/那尬/到/想/哭/的/不/走心/的/偶像剧/感情/，/难/受到/炸/。/除了/特效/可以/给/9/分/，/其他/真的/0/分/。/流浪/地球/把/刘启/、/韩/朵朵/戏份/删掉/95%/就是/一部/完美/大片/。,春节/档/电影/流浪/地球/特效/很棒/演技/零分/泪点/故事/一点/贯穿/煽情/部分/有点/硬/煽/感觉/中国/第一部/科幻片/特效/很棒/剧情/欠缺/总体/觉得/值得/票价/一部/抗衡/国外/科幻/电影/厉害/要加/那尬/想/哭/走心/偶像剧/感情/难/受到/炸/特效/分/真的/分/流浪/地球/刘启/韩/朵朵/戏份/删掉/95%/一部/完美/大片/,-0.1648722355329566
好看，祝国产电影越来越好,好看/，/祝/国产电影/越来越/好,好看/祝/国产电影/越来越/好/,3.25473231961
可以说是中国硬科幻的里程碑了，全程无尿点，带着地球逃跑的设定真是老外都想不到。虽说有些细节不是很到位，但总体来说非常好看，值得二刷！,可以/说/是/中国/硬/科幻/的/里程碑/了/，/全程无/尿点/，/带/着/地球/逃跑/的/设定/真是/老外/都/想不到/。/虽说/有些/细节/不是/很/到位/，/但/总体/来说/非常/好看/，/值得/二刷/！,说/中国/硬/科幻/里程碑/全程无/尿点/地球/逃跑/设定/真是/老外/想不到/细节/到位/总体/来说/好看/值得/二刷/,7.564407055602
睡了两觉醒来还没演完,睡/了/两/觉醒/来/还/没演/完,睡/两/觉醒/没演/完/,-1.044410385834
画面感十足，跟3D没关系的3D电影，剧情内容有点夸张，比如从杭州开车去赤道只需要十几个小时，最后是一根火柴点燃了木星，拯救了地球,画面感/十足/，/跟/3D/没关系/的/3D/电影/，/剧情/内容/有点/夸张/，/比如/从/杭州/开车/去/赤道/只/需要/十几个/小时/，/最后/是/一根/火柴/点燃/了/木星/，/拯救/了/地球,画面感/十足/3D/没关系/3D/电影/剧情/内容/有点/夸张/杭州/开车/赤道/只/需要/十几个/小时/最后/一根/火柴/点燃/木星/拯救/地球/,3.4369187545856557
中国科幻片的里程碑，希望开启中国科幻片崛起之路???,中国/科幻片/的/里程碑/，/希望/开启/中国/科幻片/崛起/之/路/?/?/?,中国/科幻片/里程碑/希望/开启/中国/科幻片/崛起/路/,5.894274405879
喜欢，还可以喔,喜欢/，/还/可以/喔,喜欢/喔/,4.03672263246
少了点英雄主义，多了些饱和式救援。,少/了/点/英雄主义/，/多/了/些/饱和/式/救援/。,少/点/英雄主义/些/饱和/式/救援/,3.4508113287923
牛！和美国片有一拼,牛/！/和/美国/片有/一/拼,牛/美国/片有/拼/,3.021693934897
特效真不错，情节感人,特效/真不错/，/情节/感人,特效/真不错/情节/感人/,0.5963074750621
非常好看，一定要看哦,非常/好看/，/一定/要/看/哦,好看/一定/,1.6085130530899998
安利给大家，真的好看,安利/给/大家/，/真的/好看,安利/真的/好看/,0.38024057380099985
炒鸡好看!泪点很多，特效很好!,炒鸡/好看/!/泪点/很多/，/特效/很/好/!,炒鸡/好看/泪点/特效/好/,0.5951232633199999
好看。。。。,好看/。/。/。/。,好看/,1.26216032158
最低也就只能1分了，全程无重点，剧情杂乱无章。,最低/也/就/只能/1/分/了/，/全程无/重点/，/剧情/杂乱无章/。,最低/只能/分/全程无/重点/剧情/杂乱无章/,-2.829571392231
比较成功的科幻片，好看带劲,比较/成功/的/科幻片/，/好看/带劲,比较/成功/科幻片/好看/带劲/,4.688791772201
挺好的，作为国内第一部科幻片，表示还可以～,挺/好/的/，/作为/国内/第一部/科幻片/，/表示/还/可以/～,挺/好/国内/第一部/科幻片/表示/,0.158269079686
很不错！这是中国的大片！老吴，加油！！！加油！！！加油！！！我看好你。,很/不错/！/这是/中国/的/大片/！/老/吴/，/加油/！/！/！/加油/！/！/！/加油/！/！/！/我/看好/你/。,不错/这是/中国/大片/吴/加油/加油/加油/看好/,8.200791452695
地球真的可以流浪么？？,地球/真的/可以/流浪/么/？/？,地球/真的/流浪/,-0.6681239940008
非常棒，想二刷！,非常/棒/，/想二刷/！,棒/想二刷/,1.99814253858
值得一看，非常喜欢,值得一看/，/非常/喜欢,值得一看/喜欢/,2.3566957262
首先是对于本片的改编难度以及对于我们国内科幻片和影视圈的意义来说，这部电影完全是突破了我对于国内科幻电影的想象，是一个值得五星好评的作品，未来中国科幻电影都可以以此作为借鉴去思考如何完成一部及格线上的科幻电影。其次就是这个作品的完成度很高，至少是在我看来，有泪点也有笑点。整个节奏的编排都比较紧凑(哈哈，当然前面15分钟还是有点……但不影响整体）但是，我真的不喜欢煽情戏……而且男女主的演技有点尴尬，反正我觉得get不到他们的演技。最后，祝大家新年快乐呀！！,首先/是/对于/本片/的/改编/难度/以及/对于/我们/国内/科幻片/和/影视圈/的/意义/来说/，/这部/电影/完全/是/突破/了/我/对于/国内/科幻电影/的/想象/，/是/一个/值得/五星/好评/的/作品/，/未来/中国/科幻电影/都/可以/以此/作为/借鉴/去/思考/如何/完成/一部/及格线/上/的/科幻电影/。/其次/就是/这个/作品/的/完成度/很/高/，/至少/是/在我看来/，/有泪点/也/有/笑/点/。/整个/节奏/的/编排/都/比较/紧凑/(/哈哈/，/当然/前面/15/分钟/还是/有点/…/…/但/不/影响/整体/）/但是/，/我/真的/不/喜欢/煽情/戏/…/…/而且/男女/主/的/演技/有点/尴尬/，/反正/我/觉得/get/不到/他们/的/演技/。/最后/，/祝/大家/新年快乐/呀/！/！,本片/改编/难度/国内/科幻片/影视圈/意义/来说/这部/电影/完全/突破/国内/科幻电影/想象/一个/值得/五星/好评/作品/未来/中国/科幻电影/以此/借鉴/思考/完成/一部/及格线/科幻电影/作品/完成度/高/至少/在我看来/有泪点/笑/点/整个/节奏/编排/比较/紧凑/前面/15/分钟/有点/影响/整体/真的/喜欢/煽情/戏/男女/主/演技/有点/尴尬/反正/觉得/get/不到/演技/最后/祝/新年快乐/,90.46029789918086
感觉很不错，值得去看,感觉/很/不错/，/值得/去/看,感觉/不错/值得/,4.241738732714
太棒了  很震撼,太棒了/ / /很/震撼,太棒了/ / /震撼/,1.98207088209
中国最棒的科幻片了,中国/最棒/的/科幻片/了,中国/最棒/科幻片/,0.685382056432
第一次看国产科幻片，确实挺好看的特效很棒，情节也很棒有刺激有感动，刺激的大场面 民族情节 亲情都有表现真的很好看了。,第一次/看/国产/科幻片/，/确实/挺/好看/的/特效/很棒/，/情节/也/很棒/有/刺激/有/感动/，/刺激/的/大/场面/ /民族/情节/ /亲情/都/有/表现/真的/很/好看/了/。,第一次/国产/科幻片/确实/挺/好看/特效/很棒/情节/很棒/刺激/感动/刺激/场面/ /民族/情节/ /亲情/表现/真的/好看/,5.195815028970119
国产大片！完美,国产/大片/！/完美,国产/大片/完美/,4.0032026348
全剧特效镜头不错，国产特效能有如此进步，点个赞再接再厉！该剧剧本结构一般，有些拖沓，节奏如果能再把握得更好就好了。但该剧抓住了小爱与大爱的渲染，催泪点还是有好几个的。总体来说还是不错，花了我100块还算值?如果有喜欢分析和聊影评的朋友，也可以一起探讨一下！,全剧/特效/镜头/不错/，/国产/特效/能/有/如此/进步/，/点个/赞/再接再厉/！/该剧/剧本/结构/一般/，/有些/拖沓/，/节奏/如果/能/再/把握/得/更好/就/好/了/。/但/该剧/抓住/了/小/爱/与/大爱/的/渲染/，/催泪/点/还是/有/好几个/的/。/总体/来说/还是/不错/，/花/了/我/100/块/还/算值/?/如果/有/喜欢/分析/和/聊/影评/的/朋友/，/也/可以/一起/探讨/一下/！,全剧/特效/镜头/不错/国产/特效/进步/点个/赞/再接再厉/该剧/剧本/结构/拖沓/节奏/再/把握/更好/好/该剧/抓住/小/爱/大爱/渲染/催泪/点/好几个/总体/来说/不错/花/100/块/算值/喜欢/分析/聊/影评/朋友/一起/探讨/一下/,104.01972514019677
真是好，国产电影会越来越棒的,真是/好/，/国产电影/会/越来越/棒/的,真是/好/国产电影/越来越/棒/,4.5724796699695
没想到中国的科幻片也这么好看，十分！,没想到/中国/的/科幻片/也/这么/好看/，/十分/！,没想到/中国/科幻片/好看/十分/,1.813829967039
可以说是中国科幻电影的里程碑了，中国牛批！,可以/说/是/中国/科幻电影/的/里程碑/了/，/中国/牛批/！,说/中国/科幻电影/里程碑/中国/牛批/,2.3948852004849996
超好看!!!,超/好看/!/!/!,超/好看/,1.26216032158
真心的感动，充满正能量,真心/的/感动/，/充满/正/能量,真心/感动/充满/正/能量/,3.214666438168
好看，题材选得好。情节环环相扣，激动人心,好看/，/题材/选得/好/。/情节/环环相扣/，/激动人心,好看/题材/选得/好/情节/环环相扣/激动人心/,3.5303456420459254
好看！一如既往的好,好看/！/一如既往/的/好,好看/一如既往/好/,1.26216032158
气势磅礴，震撼人心,气势磅礴/，/震撼人心,气势磅礴/震撼人心/,2.6401124259
这电影真的是太棒了真的可以了 科幻片够狠,这/电影/真的/是/太棒了/真的/可以/了/ /科幻片/够/狠,电影/真的/太棒了/真的/ /科幻片/够/狠/,-2.110041978785
不吹不黑，特效超爆，没有小鲜肉的电影就是好看更何况特效也这么nb的电影,不/吹/不/黑/，/特效/超爆/，/没有/小/鲜肉/的/电影/就是/好看/更何况/特效/也/这么/nb/的/电影,吹/黑/特效/超爆/小/鲜肉/电影/好看/更何况/特效/nb/电影/,4.321934824741
和国外科幻片不同，没有很个人英雄主义的塑造，在紧凑的情节发展中每个人的选择都很自然。这很刘慈欣，带给人更多更深的冲击和思考。推荐看。准备回去看原著。,和/国外/科幻片/不同/，/没有/很/个人/英雄主义/的/塑造/，/在/紧凑/的/情节/发展/中/每个/人/的/选择/都/很/自然/。/这/很/刘慈欣/，/带给/人/更/多/更深/的/冲击/和/思考/。/推荐/看/。/准备/回去/看/原著/。,国外/科幻片/英雄主义/塑造/紧凑/情节/发展/中/每个/人/选择/自然/刘慈欣/带给/人/更深/冲击/思考/推荐/准备/回去/原著/,10.008394506449099
一部好看的电影,一部/好看/的/电影,一部/好看/电影/,0.931369917857
天下第一好看,天下第一/好看,天下第一/好看/,2.145585285542
国片终于有大型科幻电影了,国/片/终于/有/大型/科幻电影/了,国/片/终于/大型/科幻电影/,3.026992341388
中国真正的硬科幻,中国/真正/的/硬/科幻,中国/真正/硬/科幻/,-0.5321088351190001
国产科幻雄起!!!必须五星,国产/科幻/雄起/!/!/!/必须/五星,国产/科幻/雄起/五星/,6.287581726675
真的很不错啊,真的/很/不错/啊,真的/不错/,1.3920292356900001
不错不错，值回票价，看了这个电影，我特珍惜现在的生活，感觉自己好幸福，以后会更加注意环保，爱护我们的地球,不错/不错/，/值回/票价/，/看/了/这个/电影/，/我特/珍惜/现在/的/生活/，/感觉/自己/好/幸福/，/以后/会/更加/注意/环保/，/爱护/我们/的/地球,不错/不错/值回/票价/电影/我特/珍惜/现在/生活/感觉/好/幸福/以后/注意/环保/爱护/地球/,12.7897290482505
真不错……………,真不错/…/…/…/…/…,真不错/,0
除了震撼就是激动，热泪盈眶，不得不说这种题材真男人，怪不得吴京会投资！碾压其他贺岁片！！,除了/震撼/就是/激动/，/热泪盈眶/，/不得不/说/这种/题材/真/男人/，/怪不得/吴京会/投资/！/碾压/其他/贺岁片/！/！,震撼/激动/热泪盈眶/说/这种/题材/真/男人/吴京会/投资/碾压/贺岁片/,7.239551150923
人类啊，永远都是成功的,人类/啊/，/永远都是/成功/的,人类/永远都是/成功/,1.429804933439
影片故事情节打动性很好，很不错的片子！,影片/故事情节/打动/性/很/好/，/很/不错/的/片子/！,影片/故事情节/打动/性/好/不错/片子/,7.774219668878751
绝对5?推荐,绝对/5/?/推荐,推荐/,1.946059228
一般 不咋样。。。,一般/ /不/咋样/。/。/。, /咋样/,0
好莱坞再紧张，?,好莱坞/再/紧张/，/?,好莱坞/再/紧张/,0.354880970973
非常好 好好好,非常/好/ /好好/好,好/ /好好/好/,0.791941660604
太感人了吧^,太/感人/了/吧/^,太/感人/,-0.529524470805
真的很好看，强烈推荐,真的/很/好看/，/强烈推荐,真的/好看/强烈推荐/,0.0028385872099998544
中国科幻崛起之作！,中国/科幻/崛起/之作/！,中国/科幻/崛起/之作/,1.377488063847
很不错，继续努力,很/不错/，/继续/努力,不错/继续/努力/,4.437407879929
无论你哪位，看了这个我们就是朋友了,无论/你/哪位/，/看/了/这个/我们/就是/朋友/了,哪位/朋友/,0.997629821831
国产科幻片，必须支持啊,国产/科幻片/，/必须/支持/啊,国产/科幻片/支持/,3.57805716985
场面挺宏大的，高潮的时候真的令人感动，值得一看支持国产科幻大片。,场面/挺/宏大/的/，/高潮/的/时候/真的/令人感动/，/值得一看/支持/国产/科幻/大片/。,场面/挺/宏大/高潮/真的/令人感动/值得一看/支持/国产/科幻/大片/,6.922545976862599
中国科幻片开始,中国/科幻片/开始,中国/科幻片/,0.685382056432
特效真的很棒,特效/真的/很棒,特效/真的/很棒/,-0.16813423642000003
非常棒的电影，小感情中的大格局，令人感动。终于看到中国自己的硬核科幻片，很激动!希望今后能再看到中国更多更优秀的科幻电影!,非常/棒/的/电影/，/小/感情/中/的/大/格局/，/令人感动/。/终于/看到/中国/自己/的/硬核/科幻片/，/很/激动/!/希望/今后/能/再/看到/中国/更/多/更/优秀/的/科幻电影/!,棒/电影/小/感情/中/格局/令人感动/终于/看到/中国/硬核/科幻片/激动/希望/今后/再/看到/中国/优秀/科幻电影/,14.2505358229569
中国电影的一次飞跃,中国/电影/的/一次/飞跃,中国/电影/一次/飞跃/,2.493191458097
过年票价好鬼,过年/票价/好/鬼,过年/票价/好/鬼/,-2.630490100251
这部电影来海南大学做过宣传，而且郭导既是海大的学长，又是我的山东老乡，所以今年贺岁档，我选择了先看流浪地球—精彩得超乎我的想象流浪地球可谓是中国真正意义上的一部科幻电影，国产硬科幻的元年，中国科幻电影的里程碑。真的是大制作，宏大浪漫。这些制作和技术为以后中国科幻电影奠定了基础。导演、制作和演员们辛苦了。对于科幻迷或大刘的粉丝来说，这部电影是一个大惊喜！这部电影为了庆祝新春还融入了一些中国春节喜庆的元素，同时“把地球推离出太阳系，带着地球一起去流浪”也显示了中国传统安土重迁的思想和情怀不过情节的叙述以及搞笑和煽情部分需要加强刘启有点帅10分是我个人对这部电影和中国科幻电影事业的鼓励和希望,这部/电影/来/海南大学/做过/宣传/，/而且/郭导/既/是/海大/的/学长/，/又/是/我/的/山东/老乡/，/所以/今年/贺岁/档/，/我/选择/了/先/看/流浪/地球/—/精彩/得/超乎/我/的/想象/流浪/地球/可谓/是/中国/真正/意义/上/的/一部/科幻电影/，/国产/硬/科幻/的/元年/，/中国/科幻电影/的/里程碑/。/真的/是/大/制作/，/宏大/浪漫/。/这些/制作/和/技术/为/以后/中国/科幻电影/奠定/了/基础/。/导演/、/制作/和/演员/们/辛苦/了/。/对于/科幻/迷/或/大/刘/的/粉丝/来说/，/这部/电影/是/一个/大/惊喜/！/这部/电影/为了/庆祝/新春/还/融入/了/一些/中国/春节/喜庆/的/元素/，/同时/“/把/地球/推离出/太阳系/，/带/着/地球/一起/去/流浪/”/也/显示/了/中国/传统/安土重迁/的/思想/和/情怀/不过/情节/的/叙述/以及/搞笑/和/煽情/部分/需要/加强/刘启/有点/帅/10/分是/我/个人/对/这部/电影/和/中国/科幻电影/事业/的/鼓励/和/希望,这部/电影/海南大学/做过/宣传/郭导/海大/学长/山东/老乡/今年/贺岁/档/选择/先/流浪/地球/精彩/超乎/想象/流浪/地球/可谓/中国/真正/意义/一部/科幻电影/国产/硬/科幻/元年/中国/科幻电影/里程碑/真的/制作/宏大/浪漫/制作/技术/以后/中国/科幻电影/奠定/基础/导演/制作/演员/辛苦/科幻/迷/刘/粉丝/来说/这部/电影/一个/惊喜/这部/电影/庆祝/新春/融入/一些/中国/春节/喜庆/元素/地球/推离出/太阳系/地球/一起/流浪/显示/中国/传统/安土重迁/思想/情怀/情节/叙述/搞笑/煽情/部分/需要/加强/刘启/有点/帅/10/分是/这部/电影/中国/科幻电影/事业/鼓励/希望/,75.6120277288598
超级好看，就是看的4d ，椅子晃动的时候把隔壁小朋友吓到了，全程窝爸爸怀里了，哈哈，效果很赞,超级/好看/，/就是/看/的/4d/ /，/椅子/晃动/的/时候/把/隔壁/小朋友/吓/到/了/，/全程/窝/爸爸/怀里/了/，/哈哈/，/效果/很赞,超级/好看/4d/ /椅子/晃动/隔壁/小朋友/全程/窝/爸爸/怀里/效果/很赞/,2.8751573391539997
很不错的一部影片(*??╰╯`?)?值得一看,很/不错/的/一部/影片/(/*/?/?/╰/╯/`/?/)/?/值得一看,不错/一部/影片/╰/╯/值得一看/,2.5797843701430003
想法不错有点科幻想,想法/不错/有点/科/幻想,想法/不错/有点/科/幻想/,2.2703741887022004
我其实个人觉得一般，如果是小说党想看和小说的剧情的话最好谨慎点，改动还是很大的！,我/其实/个人/觉得/一般/，/如果/是/小说/党想/看/和/小说/的/剧情/的话/最好/谨慎/点/，/改动/还是/很大/的/！,觉得/小说/党想/小说/剧情/最好/谨慎/点/改动/很大/,-2.259133371779
……吴京李光洁是配角么科幻片拯救地球,…/…/吴京/李/光洁/是/配角/么/科幻片/拯救/地球,吴京/李/光洁/配角/科幻片/拯救/地球/,5.398524918053201
中国终于拍出了一部好电影！特效一点都不输美国大片！煽情片段、豪情壮志片段也演绎的恰到好处！今年最好看的电影！良心之作呀！值得一看！贺岁档最值得推荐的一部电影！,中国/终于/拍出/了/一部/好/电影/！/特效/一点/都/不输/美国/大片/！/煽情/片段/、/豪情壮志/片段/也/演绎/的/恰到好处/！/今年/最/好看/的/电影/！/良心/之作/呀/！/值得一看/！/贺岁/档/最/值得/推荐/的/一部/电影/！,中国/终于/拍出/一部/好/电影/特效/一点/不输/美国/大片/煽情/片段/豪情壮志/片段/演绎/恰到好处/今年/最/好看/电影/良心/之作/值得一看/贺岁/档/最/值得/推荐/一部/电影/,60.62533817717205
